Wed Nov 2 02:12:01 WIB 2022,10.8,14.97,34
Wed Nov 2 02:13:01 WIB 2022,5.5,14.96,34
Wed Nov 2 02:14:02 WIB 2022,13.2,14.97,34
Wed Nov 2 02:15:01 WIB 2022,8.5,14.96,34
Wed Nov 2 02:16:01 WIB 2022,8.5,14.97,34
Wed Nov 2 02:17:01 WIB 2022,9.6,14.96,34
Wed Nov 2 02:18:02 WIB 2022,8.5,14.97,34
Wed Nov 2 02:19:01 WIB 2022,5.7,14.97,34
Wed Nov 2 02:20:01 WIB 2022,15.1,14.97,34
Wed Nov 2 02:21:01 WIB 2022,8.2,14.97,34
Wed Nov 2 02:22:02 WIB 2022,11.1,14.97,34
Wed Nov 2 02:23:01 WIB 2022,8.2,14.99,34
Wed Nov 2 02:24:01 WIB 2022,7,14.97,34
Wed Nov 2 02:25:01 WIB 2022,7.2,14.97,34
Wed Nov 2 02:26:01 WIB 2022,14.3,14.99,34
Wed Nov 2 02:27:02 WIB 2022,8.8,14.97,34
Wed Nov 2 02:28:01 WIB 2022,8.5,14.97,34
Wed Nov 2 02:29:01 WIB 2022,9.7,14.97,34
Wed Nov 2 02:30:01 WIB 2022,18.1,14.97,34
Wed Nov 2 02:31:02 WIB 2022,9.6,14.97,34
Wed Nov 2 02:32:01 WIB 2022,7,14.97,34
Wed Nov 2 02:33:01 WIB 2022,8.5,14.97,34
Wed Nov 2 02:34:01 WIB 2022,7.1,14.97,34
Wed Nov 2 02:35:02 WIB 2022,9.9,14.96,34
Wed Nov 2 02:36:01 WIB 2022,9.7,14.97,34
Wed Nov 2 02:37:01 WIB 2022,7.2,14.96,34
Wed Nov 2 02:38:01 WIB 2022,8.5,14.97,34
Wed Nov 2 02:39:01 WIB 2022,8.5,14.96,34
Wed Nov 2 02:40:02 WIB 2022,15.6,14.97,34
Wed Nov 2 02:41:01 WIB 2022,8.3,14.97,34
Wed Nov 2 02:42:01 WIB 2022,4.3,14.97,34
Wed Nov 2 02:43:01 WIB 2022,9.6,14.97,34
Wed Nov 2 02:44:02 WIB 2022,11.8,14.97,34
Wed Nov 2 02:45:01 WIB 2022,8.5,14.97,34
Wed Nov 2 02:46:01 WIB 2022,8.5,14.97,34
Wed Nov 2 02:47:01 WIB 2022,9.6,14.97,34
Wed Nov 2 02:48:02 WIB 2022,5.6,14.97,34
Wed Nov 2 02:49:01 WIB 2022,8.6,14.96,34
Wed Nov 2 02:50:01 WIB 2022,16.2,14.97,34
Wed Nov 2 02:51:01 WIB 2022,8.3,14.97,34
Wed Nov 2 02:52:02 WIB 2022,9.6,14.97,34
Wed Nov 2 02:53:01 WIB 2022,10.8,14.96,34
Wed Nov 2 02:54:01 WIB 2022,7.1,14.96,34
Wed Nov 2 02:55:01 WIB 2022,10,14.97,34
Wed Nov 2 02:56:02 WIB 2022,11,14.97,34
Wed Nov 2 02:57:01 WIB 2022,4.3,14.97,34
Wed Nov 2 02:58:01 WIB 2022,8.5,14.97,34
Wed Nov 2 02:59:01 WIB 2022,9.7,14.97,34
Wed Nov 2 03:00:02 WIB 2022,52.7,15.15,34
Wed Nov 2 03:01:02 WIB 2022,17.6,14.99,34
Wed Nov 2 03:02:01 WIB 2022,5.8,14.97,34
Wed Nov 2 03:03:01 WIB 2022,9.6,14.99,34
Wed Nov 2 03:04:01 WIB 2022,7.1,14.97,34
Wed Nov 2 03:05:02 WIB 2022,54.8,15.28,34
Wed Nov 2 03:06:01 WIB 2022,77,21.71,34
Wed Nov 2 03:07:01 WIB 2022,69.6,21.97,34
Wed Nov 2 03:08:01 WIB 2022,8.5,14.97,34
Wed Nov 2 03:09:01 WIB 2022,8.5,14.97,34
Wed Nov 2 03:10:02 WIB 2022,39.5,14.97,34
Wed Nov 2 03:11:01 WIB 2022,5.6,14.97,34
Wed Nov 2 03:12:01 WIB 2022,7.4,14.97,34
Wed Nov 2 03:13:01 WIB 2022,4.3,14.97,34
Wed Nov 2 03:14:02 WIB 2022,8.5,14.99,34
Wed Nov 2 03:15:01 WIB 2022,5.7,14.97,34
Wed Nov 2 03:16:01 WIB 2022,7.2,14.97,34
Wed Nov 2 03:17:01 WIB 2022,8.5,14.97,34
Wed Nov 2 03:18:01 WIB 2022,20.7,14.99,34
Wed Nov 2 03:19:02 WIB 2022,10.3,16.96,34
Wed Nov 2 03:20:01 WIB 2022,21.1,16.96,34
Wed Nov 2 03:21:01 WIB 2022,5.6,16.94,34
Wed Nov 2 03:22:01 WIB 2022,8.5,16.96,34
Wed Nov 2 03:23:02 WIB 2022,9.5,16.96,34
Wed Nov 2 03:24:01 WIB 2022,8.5,16.96,34
Wed Nov 2 03:25:01 WIB 2022,7.4,16.96,34
Wed Nov 2 03:26:01 WIB 2022,14.1,16.96,34
Wed Nov 2 03:27:02 WIB 2022,9.7,16.96,34
Wed Nov 2 03:28:01 WIB 2022,8.5,16.94,34
Wed Nov 2 03:29:01 WIB 2022,11.1,16.96,34
Wed Nov 2 03:30:01 WIB 2022,23.3,16.96,34
Wed Nov 2 03:31:02 WIB 2022,9.5,16.96,34
Wed Nov 2 03:32:01 WIB 2022,9.7,16.93,34
Wed Nov 2 03:33:01 WIB 2022,8.3,16.94,34
Wed Nov 2 03:34:01 WIB 2022,7,16.94,34
Wed Nov 2 03:35:02 WIB 2022,9.7,16.94,34
Wed Nov 2 03:36:01 WIB 2022,8.5,16.96,34
Wed Nov 2 03:37:01 WIB 2022,9.9,16.96,34
Wed Nov 2 03:38:01 WIB 2022,7.2,16.94,34
Wed Nov 2 03:39:01 WIB 2022,11.3,16.94,34
Wed Nov 2 03:40:02 WIB 2022,20.7,16.96,34
Wed Nov 2 03:41:01 WIB 2022,4.3,16.94,34
Wed Nov 2 03:42:01 WIB 2022,10.8,16.96,34
Wed Nov 2 03:43:02 WIB 2022,10.5,16.96,34
Wed Nov 2 03:44:01 WIB 2022,4.3,16.96,34
Wed Nov 2 03:45:01 WIB 2022,8.6,16.96,34
Wed Nov 2 03:46:01 WIB 2022,15.8,16.96,34
Wed Nov 2 03:47:02 WIB 2022,11.5,16.96,34
Wed Nov 2 03:48:01 WIB 2022,7.2,16.94,34
Wed Nov 2 03:49:01 WIB 2022,7,16.94,34
Wed Nov 2 03:50:01 WIB 2022,30.4,16.96,34
Wed Nov 2 03:51:01 WIB 2022,11.7,16.96,34
Wed Nov 2 03:52:02 WIB 2022,12.5,16.96,34
Wed Nov 2 03:53:01 WIB 2022,7.1,16.96,34
Wed Nov 2 03:54:01 WIB 2022,7.1,16.96,34
Wed Nov 2 03:55:01 WIB 2022,8.2,16.94,34
Wed Nov 2 03:56:02 WIB 2022,7,16.94,34
Wed Nov 2 03:57:01 WIB 2022,8.6,16.94,34
Wed Nov 2 03:58:01 WIB 2022,6.9,16.96,34
Wed Nov 2 03:59:01 WIB 2022,8.3,16.96,34
Wed Nov 2 04:00:02 WIB 2022,42.4,17.14,34
Wed Nov 2 04:01:02 WIB 2022,20.5,16.96,34
Wed Nov 2 04:02:01 WIB 2022,8.3,16.96,34
Wed Nov 2 04:03:01 WIB 2022,8.5,16.96,34
Wed Nov 2 04:04:01 WIB 2022,7.1,16.94,34
Wed Nov 2 04:05:01 WIB 2022,53.4,17.42,34
Wed Nov 2 04:06:02 WIB 2022,77.8,23.90,34
Wed Nov 2 04:07:01 WIB 2022,7,17.14,34
Wed Nov 2 04:08:01 WIB 2022,11,17.14,34
Wed Nov 2 04:09:02 WIB 2022,4.3,17.14,34
Wed Nov 2 04:10:01 WIB 2022,19.4,17.14,34
Wed Nov 2 04:11:01 WIB 2022,8.3,17.14,34
Wed Nov 2 04:12:01 WIB 2022,6,17.14,34
Wed Nov 2 04:13:01 WIB 2022,8.5,17.14,34
Wed Nov 2 04:14:02 WIB 2022,12,17.14,34
Wed Nov 2 04:15:01 WIB 2022,11,17.15,34
Wed Nov 2 04:16:01 WIB 2022,8.6,17.14,34
Wed Nov 2 04:17:01 WIB 2022,7.1,17.14,34
